id,Title,text,predicted_category,similarity,cluster,cluster_size,title_lc,is_priority,highlight_score
244,can the violated india-pakistan ceasefire be salvaged? | abc news,"can the violated india-pakistan ceasefire be salvaged? | abc news 

 nil",politics,0.509677529335022,1,412,can the violated india-pakistan ceasefire be salvaged? | abc news,False,412
245,motorbike rider killed and passenger critically injured in collision south of grampians national park,"motorbike rider killed and passenger critically injured in collision south of grampians national park 

 the passenger was airlifted to hospital following the two-vehicle crash.",sports,0.5257561802864075,1,412,motorbike rider killed and passenger critically injured in collision south of grampians national park,False,412
246,woman’s burning body found near car on fire at property north of newcastle,"woman’s burning body found near car on fire at property north of newcastle 

 the woman was discovered near a pond and could not be revived.",politics,0.555177628993988,1,412,woman’s burning body found near car on fire at property north of newcastle,False,412
247,cctv released after sydney grandmother shot dead in drive-by,"cctv released after sydney grandmother shot dead in drive-by 

 nil",politics,0.5373102426528931,1,412,cctv released after sydney grandmother shot dead in drive-by,False,412
248,how showing up and shutting up is helping the homeless community | abc news,"how showing up and shutting up is helping the homeless community | abc news 

 nil",politics,0.52414470911026,1,412,how showing up and shutting up is helping the homeless community | abc news,False,412
249,bob cowper dies aged 84 as australian cricket mourns death of another great,"bob cowper dies aged 84 as australian cricket mourns death of another great 

 a triple-ton ashes hero has died just weeks after one of his famous teammates at the same age.",sports,0.5224288105964661,1,412,bob cowper dies aged 84 as australian cricket mourns death of another great,False,412
250,jacinta nampijinpa price pushes for return to liberal party ‘roots’ in bid for deputy leadership,"jacinta nampijinpa price pushes for return to liberal party ‘roots’ in bid for deputy leadership 

 nil",politics,0.486184686422348,1,412,jacinta nampijinpa price pushes for return to liberal party ‘roots’ in bid for deputy leadership,False,412
251,ali france's election win is big for the disability community | abc news,"ali france's election win is big for the disability community | abc news 

 nil",politics,0.4325190782546997,1,412,ali france's election win is big for the disability community | abc news,True,1412
252,shock twist in case of woman missing for 63 years: ‘no regrets’,"shock twist in case of woman missing for 63 years: ‘no regrets’ 

 audrey backeberg disappeared in 1962 when she was 20 years old. now, a phone call has changed everything.",music,0.5629298686981201,1,412,shock twist in case of woman missing for 63 years: ‘no regrets’,False,412
253,booted minister’s brutal takedown of deputy pm,"booted minister’s brutal takedown of deputy pm 

 days after losing his ministerial role, ed husic has blasted the deputy prime minister for behaving like a “factional assassin”.",politics,0.516232967376709,1,412,booted minister’s brutal takedown of deputy pm,False,412
254,‘factional assassin’: dumped labor frontbencher slams deputy pm,"‘factional assassin’: dumped labor frontbencher slams deputy pm 

 a dumped labor frontbencher has slammed deputy prime minister richard marles in an extraordinary spray on television.",politics,0.5142078995704651,1,412,‘factional assassin’: dumped labor frontbencher slams deputy pm,False,412
255,cop’s major call after bondi attack,"cop’s major call after bondi attack 

 police are generally “not helpful” when responding to mental health incidents, with “serious” recommendations expected after the bondi attack inquest.",politics,0.5992791652679443,1,412,cop’s major call after bondi attack,False,412
256,child passenger killed in two-car crash involving teen driver south of toowoomba,"child passenger killed in two-car crash involving teen driver south of toowoomba 

 the five-year-old girl was rushed to hospital but couldn’t be saved.",lifestyle,0.5888118743896484,1,412,child passenger killed in two-car crash involving teen driver south of toowoomba,False,412
257,brumbies flyhalf noah lolesio cleared of serious injury after spinal concerns,"brumbies flyhalf noah lolesio cleared of serious injury after spinal concerns 

 the 25-year-old was in extreme pain and whisked away to hospital.",sports,0.5380408763885498,1,412,brumbies flyhalf noah lolesio cleared of serious injury after spinal concerns,False,412
258,police take action after catching teen with knife and fake gun at afl stadium,"police take action after catching teen with knife and fake gun at afl stadium 

 the 15-year-old did not have a ticket to the match.",sports,0.52684086561203,1,412,police take action after catching teen with knife and fake gun at afl stadium,False,412
259,dumped cabinet minister ed husic aims blame at ‘factional assassin’ richard marles,"dumped cabinet minister ed husic aims blame at ‘factional assassin’ richard marles 

 nil",politics,0.5153381824493408,1,412,dumped cabinet minister ed husic aims blame at ‘factional assassin’ richard marles,False,412
260,will the menendez brothers be released from prison? | abc news,"will the menendez brothers be released from prison? | abc news 

 nil",politics,0.5226672887802124,1,412,will the menendez brothers be released from prison? | abc news,False,412
261,tasmanian tiger: melbourne scientists team up with us biotech and genetic engineering company to bring animal back from extinction,"tasmanian tiger: melbourne scientists team up with us biotech and genetic engineering company to bring animal back from extinction 

 the species has been gone for almost a century, but that might be about to change.",sports,0.5320274829864502,1,412,tasmanian tiger: melbourne scientists team up with us biotech and genetic engineering company to bring animal back from extinction,False,412
262,‘smartest man in footy’ reilly o’brien lines up plan to become doctor and follow in family’s footsteps as a gp,"‘smartest man in footy’ reilly o’brien lines up plan to become doctor and follow in family’s footsteps as a gp 

 the out-of-contract free agent could set himself up for life.",sports,0.5522056221961975,1,412,‘smartest man in footy’ reilly o’brien lines up plan to become doctor and follow in family’s footsteps as a gp,False,412
263,five arrests after more than a tonne of cocaine allegedly found on motorboat off nsw coast,"five arrests after more than a tonne of cocaine allegedly found on motorboat off nsw coast 

 nil",sports,0.5416823625564575,1,412,five arrests after more than a tonne of cocaine allegedly found on motorboat off nsw coast,False,412
264,cops incredible act caught on car park cctv,"cops incredible act caught on car park cctv 

 queensland police have released dramatic footage of the moment two officers were thrown into the unexpected - and came out on top.",sports,0.5505596399307251,1,412,cops incredible act caught on car park cctv,False,412
265,greens senator’s big hint on party’s future,"greens senator’s big hint on party’s future 

 a greens senator has dropped a hint on who might be the minor party’s next leader after last week’s election bloodbath.",politics,0.4679270088672638,1,412,greens senator’s big hint on party’s future,False,412
266,you can't celebrate diversity and expect it to sit in a corner': ed husic | insiders | abc news,"you can't celebrate diversity and expect it to sit in a corner': ed husic | insiders | abc news 

 nil",politics,0.5169869661331177,1,412,you can't celebrate diversity and expect it to sit in a corner': ed husic | insiders | abc news,False,412
267,husic lashes out at marles after losing cabinet position | abc news,"husic lashes out at marles after losing cabinet position | abc news 

 nil",politics,0.47159838676452637,1,412,husic lashes out at marles after losing cabinet position | abc news,False,412
268,jacinta nampijinpa price announces bid to become deputy leader of the liberal party,"jacinta nampijinpa price announces bid to become deputy leader of the liberal party 

 the move comes days after nampijinpa price defected from the nationals.",politics,0.5130268931388855,1,412,jacinta nampijinpa price announces bid to become deputy leader of the liberal party,False,412
269,european leaders pressuring putin for unconditional ceasefire with ukraine | 9 news australia,"european leaders pressuring putin for unconditional ceasefire with ukraine | 9 news australia 

 nil",politics,0.44316643476486206,1,412,european leaders pressuring putin for unconditional ceasefire with ukraine | 9 news australia,False,412
270,talking pictures with mike bowers | insiders | abc news,"talking pictures with mike bowers | insiders | abc news 

 nil",music,0.47923123836517334,1,412,talking pictures with mike bowers | insiders | abc news,False,412
271,‘shaken’ cricketers face tough call on india and pakistan return after mad dash back to australia,"‘shaken’ cricketers face tough call on india and pakistan return after mad dash back to australia 

 ‘everyone’s just looking forward to getting home to their families.’",sports,0.4837922751903534,1,412,‘shaken’ cricketers face tough call on india and pakistan return after mad dash back to australia,False,412
272,bondi beach residents threatened by machete-wielding home invaders,"bondi beach residents threatened by machete-wielding home invaders 

 police are still searching for the armed offenders.",politics,0.5793532729148865,1,412,bondi beach residents threatened by machete-wielding home invaders,False,412
273,why a multimillion-dollar legal boom is running out of steam,"why a multimillion-dollar legal boom is running out of steam 

 nil",finance,0.48577553033828735,1,412,why a multimillion-dollar legal boom is running out of steam,False,412
274,pm albanese set to reshuffle his cabinet and assign portfolios | 9 news australia,"pm albanese set to reshuffle his cabinet and assign portfolios | 9 news australia 

 nil",politics,0.46859344840049744,1,412,pm albanese set to reshuffle his cabinet and assign portfolios | 9 news australia,False,412
275,"pedestrian dies on bass hwy after being struck by mercedes benz at travellers rest, tasmania","pedestrian dies on bass hwy after being struck by mercedes benz at travellers rest, tasmania 

 the 28-year-old man died at the scene.",lifestyle,0.5557646751403809,1,412,"pedestrian dies on bass hwy after being struck by mercedes benz at travellers rest, tasmania",False,412
276,four teen boys charged over alleged violent carjackings of rideshare drivers in melbourne’s northwest,"four teen boys charged over alleged violent carjackings of rideshare drivers in melbourne’s northwest 

 some of the drivers were hospitalised following the alleged armed attacks by a group of boys.",lifestyle,0.561443567276001,1,412,four teen boys charged over alleged violent carjackings of rideshare drivers in melbourne’s northwest,False,412
277,european leaders demand 30-day ukraine ceasefire after kyiv meeting | abc news,"european leaders demand 30-day ukraine ceasefire after kyiv meeting | abc news 

 nil",politics,0.48548445105552673,1,412,european leaders demand 30-day ukraine ceasefire after kyiv meeting | abc news,False,412
278,2026 kia carnival price and specs,"2026 kia carnival price and specs 

 the eight-seat kia carnival has two new additions to the lineup for 2025, with more affordable hybrid versions available.",lifestyle,0.5812810659408569,1,412,2026 kia carnival price and specs,False,412
279,australia news live: husic says gaza a ‘factor’ in being dropped from cabinet; price confirms run for liberal deputy leader,"australia news live: husic says gaza a ‘factor’ in being dropped from cabinet; price confirms run for liberal deputy leader 

 nil",politics,0.4584132730960846,1,412,australia news live: husic says gaza a ‘factor’ in being dropped from cabinet; price confirms run for liberal deputy leader,False,412
280,jacinta nampijinpa price announces candidacy for deputy leader of liberal party,"jacinta nampijinpa price announces candidacy for deputy leader of liberal party 

 jacinta nampijinpa price has announced her bold plan just days after defecting to the liberal party room — a move that had some brand her a “traitor”.",politics,0.4901716411113739,1,412,jacinta nampijinpa price announces candidacy for deputy leader of liberal party,False,412
281,defector’s huge move amid lib leadership squabble,"defector’s huge move amid lib leadership squabble 

 just days after her controversial defection to the liberal party, jacinta nampijinpa price has taken an even bolder step.",politics,0.5490896105766296,1,412,defector’s huge move amid lib leadership squabble,False,412
282,"india, pakistan trade blame for ceasefire breakdown | abc news","india, pakistan trade blame for ceasefire breakdown | abc news 

 nil",politics,0.4894355237483978,1,412,"india, pakistan trade blame for ceasefire breakdown | abc news",False,412
283,nrl coaches todd payten and ivan cleary lay into ‘frustrating’ refereeing issues: ‘get it right’,"nrl coaches todd payten and ivan cleary lay into ‘frustrating’ refereeing issues: ‘get it right’ 

 one had to hold himself back from swearing while the other called out a moment that ‘hurts a bit more’.",sports,0.5244186520576477,1,412,nrl coaches todd payten and ivan cleary lay into ‘frustrating’ refereeing issues: ‘get it right’,False,412
284,india and pakistan accuse each other of breaking ceasefire as explosions rock border region,"india and pakistan accuse each other of breaking ceasefire as explosions rock border region 

 pakistan’s prime minister has declared ‘victory’ as tensions remain on a knife-edge between the two countries.",politics,0.4715336263179779,1,412,india and pakistan accuse each other of breaking ceasefire as explosions rock border region,True,1412
285,"trump to start tour of the middle east, with fears over new israeli offensive | 9 news australia","trump to start tour of the middle east, with fears over new israeli offensive | 9 news australia 

 nil",politics,0.4545789361000061,1,412,"trump to start tour of the middle east, with fears over new israeli offensive | 9 news australia",False,412
286,alex de minaur confronts unruly fan at italian open as umpire forced to intervene,"alex de minaur confronts unruly fan at italian open as umpire forced to intervene 

 ‘who was it? who was it?’",sports,0.5108137726783752,1,412,alex de minaur confronts unruly fan at italian open as umpire forced to intervene,False,412
287,body found in search for missing elderly woman at central coast beach,"body found in search for missing elderly woman at central coast beach 

 the elderly woman was reported missing on thursday.",lifestyle,0.5688017010688782,1,412,body found in search for missing elderly woman at central coast beach,False,412
288,police nab tonne of cocaine off coast of nsw,"police nab tonne of cocaine off coast of nsw 

 nil",sports,0.5609445571899414,1,412,police nab tonne of cocaine off coast of nsw,False,412
289,"author trent dalton announces new book, his most personal yet","author trent dalton announces new book, his most personal yet 

 nil",music,0.5048214197158813,1,412,"author trent dalton announces new book, his most personal yet",False,412
290,"pope leo makes first trip outside of the vatican, as the new pope | 9 news australia","pope leo makes first trip outside of the vatican, as the new pope | 9 news australia 

 nil",politics,0.4867585003376007,0,32,"pope leo makes first trip outside of the vatican, as the new pope | 9 news australia",False,32
291,australian cricketers head back home after ipl cancelled amid india-pakistan conflict,"australian cricketers head back home after ipl cancelled amid india-pakistan conflict 

 nil",sports,0.4476807415485382,1,412,australian cricketers head back home after ipl cancelled amid india-pakistan conflict,False,412
292,explosions reported hours after india and pakistan reach ceasefire deal | 9 news australia,"explosions reported hours after india and pakistan reach ceasefire deal | 9 news australia 

 nil",politics,0.49793800711631775,1,412,explosions reported hours after india and pakistan reach ceasefire deal | 9 news australia,False,412
293,ken hinkley’s willie rioli admission after losing showdown thriller,"ken hinkley’s willie rioli admission after losing showdown thriller 

 the port adelaide coach could not overlook one clear fact in the wake narrow defeat without their goalsneak.",sports,0.5790417194366455,1,412,ken hinkley’s willie rioli admission after losing showdown thriller,False,412
294,manhunt after trio storm home with machetes in sydney's east,"manhunt after trio storm home with machetes in sydney's east 

 nil",politics,0.527971088886261,1,412,manhunt after trio storm home with machetes in sydney's east,False,412
295,in 1986 we asked: 'what's your mum like?' | abc news,"in 1986 we asked: 'what's your mum like?' | abc news 

 nil",sports,0.5284111499786377,1,412,in 1986 we asked: 'what's your mum like?' | abc news,False,412
296,"flu deaths rise, vax rates low","flu deaths rise, vax rates low 

 an alarming spike in influenza has hit australia ahead of winter, with tens of thousands of cases and a sharp rise in deaths.",politics,0.5163102149963379,1,412,"flu deaths rise, vax rates low",False,412
297,to the mothers navigating the justice system this mother’s day: we see you and we honour you,"to the mothers navigating the justice system this mother’s day: we see you and we honour you 

 nil",music,0.5672364830970764,1,412,to the mothers navigating the justice system this mother’s day: we see you and we honour you,False,412
298,"‘not a surprise’: what’s behind australia’s egg shortage, and is it here to stay?","‘not a surprise’: what’s behind australia’s egg shortage, and is it here to stay? 

 nil",politics,0.5154944658279419,1,412,"‘not a surprise’: what’s behind australia’s egg shortage, and is it here to stay?",False,412
299,"koalas face death, attacks and starvation as blue gums chopped down in victoria","koalas face death, attacks and starvation as blue gums chopped down in victoria 

 nil",lifestyle,0.5500274896621704,1,412,"koalas face death, attacks and starvation as blue gums chopped down in victoria",False,412
300,labor wants to boost productivity. does this mean australians need to work even harder?,"labor wants to boost productivity. does this mean australians need to work even harder? 

 nil",politics,0.5518515110015869,1,412,labor wants to boost productivity. does this mean australians need to work even harder?,False,412
301,australia has been hesitant – but could robots soon be delivering your pizza?,"australia has been hesitant – but could robots soon be delivering your pizza? 

 nil",politics,0.5411301851272583,1,412,australia has been hesitant – but could robots soon be delivering your pizza?,False,412
302,labor’s clean sweep in australian election suggests young male voters are bucking global trends. but why?,"labor’s clean sweep in australian election suggests young male voters are bucking global trends. but why? 

 nil",politics,0.45356374979019165,1,412,labor’s clean sweep in australian election suggests young male voters are bucking global trends. but why?,True,1412
303,"nsw forestry agency should be shut down for repeatedly breaking law, critics argue","nsw forestry agency should be shut down for repeatedly breaking law, critics argue 

 nil",politics,0.5199319124221802,1,412,"nsw forestry agency should be shut down for repeatedly breaking law, critics argue",True,1412
304,alicia marks first mother’s day with tiny fan of the greatest team of all,"alicia marks first mother’s day with tiny fan of the greatest team of all 

 nil",sports,0.5026026964187622,1,412,alicia marks first mother’s day with tiny fan of the greatest team of all,False,412
305,"‘i can hear my mum, feel her, and there are moments when i cry out in my heart’","‘i can hear my mum, feel her, and there are moments when i cry out in my heart’ 

 nil",music,0.5428546071052551,1,412,"‘i can hear my mum, feel her, and there are moments when i cry out in my heart’",False,412
306,mark kenny: ‘sussan ley is clearly the more sensible choice to lead the liberal party’,"mark kenny: ‘sussan ley is clearly the more sensible choice to lead the liberal party’ 

 nil",politics,0.50345778465271,1,412,mark kenny: ‘sussan ley is clearly the more sensible choice to lead the liberal party’,False,412
307,liberals’ failure needs a paternity test,"liberals’ failure needs a paternity test 

 nil",politics,0.49519050121307373,1,412,liberals’ failure needs a paternity test,False,412
308,greenline funding scrapped as city of melbourne grapples with financial pressure,"greenline funding scrapped as city of melbourne grapples with financial pressure 

 nil",finance,0.5046572685241699,1,412,greenline funding scrapped as city of melbourne grapples with financial pressure,False,412
309,international house is a challenge we should not shy away from,"international house is a challenge we should not shy away from 

 nil",lifestyle,0.5131944417953491,1,412,international house is a challenge we should not shy away from,False,412
310,why this grand building on sydney’s busiest street is derelict,"why this grand building on sydney’s busiest street is derelict 

 nil",lifestyle,0.573227047920227,1,412,why this grand building on sydney’s busiest street is derelict,False,412
311,audi cost cutting could see it sell italdesign - report,"audi cost cutting could see it sell italdesign - report 

 the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.",music,0.5355744361877441,1,412,audi cost cutting could see it sell italdesign - report,False,412
312,"superquiz, sunday, may 11","superquiz, sunday, may 11 

 nil",sports,0.5047941207885742,1,412,"superquiz, sunday, may 11",False,412
313,gold coast recruit daniel rioli ‘emotional’ after leading suns to stunning win over western bulldogs,"gold coast recruit daniel rioli ‘emotional’ after leading suns to stunning win over western bulldogs 

 the prized recruit celebrated his darwin homecoming in style.",sports,0.5318103432655334,1,412,gold coast recruit daniel rioli ‘emotional’ after leading suns to stunning win over western bulldogs,False,412
314,unlikely hero mark keane produces one of the marks of the year to help crows win epic showdown,"unlikely hero mark keane produces one of the marks of the year to help crows win epic showdown 

 an unheralded defender stepped up to save his side in the final minute of a pulsating thriller.",sports,0.5419445037841797,1,412,unlikely hero mark keane produces one of the marks of the year to help crows win epic showdown,False,412
315,wallabies star noah lolesio stretchered off with suspected spinal injury,"wallabies star noah lolesio stretchered off with suspected spinal injury 

 ‘it wasn’t a great sign that he was holding the green whistle.’",sports,0.5474182367324829,1,412,wallabies star noah lolesio stretchered off with suspected spinal injury,False,412
316,aussie duo sally fitzgibbons and julian wilson fall short in gold coast pro final,"aussie duo sally fitzgibbons and julian wilson fall short in gold coast pro final 

 the veterans had to settle for runner-up trophies after an epic day of action.",sports,0.5028330087661743,1,412,aussie duo sally fitzgibbons and julian wilson fall short in gold coast pro final,False,412
317,mutual respect is the foundation of our democracy,"mutual respect is the foundation of our democracy 

 nil",politics,0.45740896463394165,1,412,mutual respect is the foundation of our democracy,False,412
318,stars help struggling footy team to a win,"stars help struggling footy team to a win 

 nil",sports,0.44706761837005615,1,412,stars help struggling footy team to a win,False,412
319,paralysed teenager’s inspiring path to recovery,"paralysed teenager’s inspiring path to recovery 

 nil",sports,0.5111482739448547,1,412,paralysed teenager’s inspiring path to recovery,False,412
320,pope leo delivers first sermon; pakistan retaliates after indian missile strikes | 9 news australia,"pope leo delivers first sermon; pakistan retaliates after indian missile strikes | 9 news australia 

 nil",politics,0.467128187417984,0,32,pope leo delivers first sermon; pakistan retaliates after indian missile strikes | 9 news australia,False,32
321,australia weather update: mothers day weather forecast | 9 news australia,"australia weather update: mothers day weather forecast | 9 news australia 

 nil",sports,0.4982103705406189,1,412,australia weather update: mothers day weather forecast | 9 news australia,False,412
322,"country music star johnny rodriguez has died, aged 73","country music star johnny rodriguez has died, aged 73 

 the star’s daughter told fans the sad news in an emotional farewell to her father.",music,0.4706980884075165,1,412,"country music star johnny rodriguez has died, aged 73",False,412
323,jamie melham goes back-to-back in the goodwood with victory on reserve bank ,"jamie melham goes back-to-back in the goodwood with victory on reserve bank  

 the champion jockey triumphed on reserve bank, 12 months after winning the morphettville feature on benedetta.",sports,0.5675159692764282,1,412,jamie melham goes back-to-back in the goodwood with victory on reserve bank ,True,1412
324,trump vs chinese: the unexpected victim of the tariff war that will (literally) blow up,"trump vs chinese: the unexpected victim of the tariff war that will (literally) blow up 

 nil",politics,0.4956328868865967,1,412,trump vs chinese: the unexpected victim of the tariff war that will (literally) blow up,True,1412
325,anyone for pope-eroni?,"anyone for pope-eroni? 

 nil",politics,0.5173894762992859,0,32,anyone for pope-eroni?,False,32
326,brownlow medal fancy zach merrett faces nervous wait after high shot during essendon’s win over sydney,"brownlow medal fancy zach merrett faces nervous wait after high shot during essendon’s win over sydney 

 the superstar will come under scrutiny for the incident that left his opponent needing a concussion test.",sports,0.5127261877059937,1,412,brownlow medal fancy zach merrett faces nervous wait after high shot during essendon’s win over sydney,False,412
327,"large rallies held protesting sexual violence, anger that crisis not properly addressed during election","large rallies held protesting sexual violence, anger that crisis not properly addressed during election 

 nil",politics,0.4028050899505615,1,412,"large rallies held protesting sexual violence, anger that crisis not properly addressed during election",True,1412
328,pakistan launches retaliatory strikes against india as conflict intensifies | abc news,"pakistan launches retaliatory strikes against india as conflict intensifies | abc news 

 nil",politics,0.4716787338256836,1,412,pakistan launches retaliatory strikes against india as conflict intensifies | abc news,False,412
329,"‘the right lane is faster’, and other thoughts i don’t appreciate in a traffic jam","‘the right lane is faster’, and other thoughts i don’t appreciate in a traffic jam 

 nil",politics,0.5473236441612244,1,412,"‘the right lane is faster’, and other thoughts i don’t appreciate in a traffic jam",False,412
330,tenant charged with murder after landlord allegedly stabbed to death,"tenant charged with murder after landlord allegedly stabbed to death 

 nil",politics,0.5689786672592163,1,412,tenant charged with murder after landlord allegedly stabbed to death,False,412
331,three men rescued after boat capsizes near geelong,"three men rescued after boat capsizes near geelong 

 nil",politics,0.5373591184616089,1,412,three men rescued after boat capsizes near geelong,False,412
332,family demands answers after woman hit by van,"family demands answers after woman hit by van 

 nil",politics,0.529390811920166,1,412,family demands answers after woman hit by van,False,412
333,melbourne man dies after jumping off boat in thailand,"melbourne man dies after jumping off boat in thailand 

 nil",lifestyle,0.5273427963256836,1,412,melbourne man dies after jumping off boat in thailand,False,412
334,moment gold coast arsonist lights van on fire,"moment gold coast arsonist lights van on fire 

 nil",sports,0.5604616403579712,1,412,moment gold coast arsonist lights van on fire,False,412
335,methanol poisoning survivor’s call for change,"methanol poisoning survivor’s call for change 

 nil",politics,0.5578349828720093,1,412,methanol poisoning survivor’s call for change,False,412
336,coalition powerbrokers prepare for leadership contests | 9 news australia,"coalition powerbrokers prepare for leadership contests | 9 news australia 

 nil",politics,0.407358855009079,1,412,coalition powerbrokers prepare for leadership contests | 9 news australia,False,412
337,man charged with murder after man’s death in sydney | 9 news australia,"man charged with murder after man’s death in sydney | 9 news australia 

 nil",sports,0.5250912308692932,1,412,man charged with murder after man’s death in sydney | 9 news australia,False,412
338,michael mosley’s son jack gives rare insight into his father almost one year since his tragic death in greece,"michael mosley’s son jack gives rare insight into his father almost one year since his tragic death in greece 

 mosley died on the greek island of symi, after an ill-fated walk.",music,0.561845064163208,1,412,michael mosley’s son jack gives rare insight into his father almost one year since his tragic death in greece,False,412
339,jaeman salmon reignites feud with ricky stuart after ‘weak-gutted dog’ celebration during bulldogs’ win over raiders,"jaeman salmon reignites feud with ricky stuart after ‘weak-gutted dog’ celebration during bulldogs’ win over raiders 

 the long-running stoush exploded again during the top-of-the-table clash.",sports,0.5169360637664795,1,412,jaeman salmon reignites feud with ricky stuart after ‘weak-gutted dog’ celebration during bulldogs’ win over raiders,False,412
340,chicago's catholics celebrate north america's first pope | abc news,"chicago's catholics celebrate north america's first pope | abc news 

 nil",politics,0.5188418626785278,0,32,chicago's catholics celebrate north america's first pope | abc news,False,32
341,man charged with murder after man’s death in sydney,"man charged with murder after man’s death in sydney 

 nil",politics,0.5518643856048584,1,412,man charged with murder after man’s death in sydney,False,412
342,pope leo xiv delivers first sermon as the catholic church's new leader | 9 news australia,"pope leo xiv delivers first sermon as the catholic church's new leader | 9 news australia 

 nil",politics,0.48512333631515503,0,32,pope leo xiv delivers first sermon as the catholic church's new leader | 9 news australia,False,32
343,gunman on the run after drive-by shooting in sydney | 9 news australia,"gunman on the run after drive-by shooting in sydney | 9 news australia 

 nil",sports,0.49577584862709045,1,412,gunman on the run after drive-by shooting in sydney | 9 news australia,False,412
344,pakistan retaliates after indian missile strikes | 9 news australia,"pakistan retaliates after indian missile strikes | 9 news australia 

 nil",politics,0.48104241490364075,1,412,pakistan retaliates after indian missile strikes | 9 news australia,False,412
345,four teens arrested over string of alleged carjackings in melbourne,"four teens arrested over string of alleged carjackings in melbourne 

 nil",music,0.5542442202568054,1,412,four teens arrested over string of alleged carjackings in melbourne,False,412
346,gunman on the run after shooting in sydney,"gunman on the run after shooting in sydney 

 nil",sports,0.5148579478263855,1,412,gunman on the run after shooting in sydney,False,412
347,coalition powerbrokers prepare for leadership contests,"coalition powerbrokers prepare for leadership contests 

 nil",politics,0.4011768698692322,1,412,coalition powerbrokers prepare for leadership contests,False,412
348,thousands rally against gender-based violence,"thousands rally against gender-based violence 

 nil",politics,0.4735978841781616,1,412,thousands rally against gender-based violence,False,412
349,world war ii hero honoured in military state funeral | 9 news australia,"world war ii hero honoured in military state funeral | 9 news australia 

 nil",politics,0.5017842650413513,1,412,world war ii hero honoured in military state funeral | 9 news australia,True,1412
350,india-pakistan latest; pope leo xiv delivers first mass | 9 news australia,"india-pakistan latest; pope leo xiv delivers first mass | 9 news australia 

 nil",politics,0.4587574601173401,0,32,india-pakistan latest; pope leo xiv delivers first mass | 9 news australia,False,32
351,judge temporarily blocks trump and musk’s administration overhaul,"judge temporarily blocks trump and musk’s administration overhaul 

 ‘the president may broadly restructure federal agencies only when authorised by congress’",politics,0.4779513478279114,1,412,judge temporarily blocks trump and musk’s administration overhaul,False,412
352,putin marks ww2 victory alongside xi as ukraine war continues | abc news,"putin marks ww2 victory alongside xi as ukraine war continues | abc news 

 nil",politics,0.4752717614173889,1,412,putin marks ww2 victory alongside xi as ukraine war continues | abc news,True,1412
353,thousands join military procession for funeral of western australia's last wwii pow,"thousands join military procession for funeral of western australia's last wwii pow 

 nil",politics,0.5446137189865112,1,412,thousands join military procession for funeral of western australia's last wwii pow,False,412
354,former socceroos boss graham arnold announced as new coach of iraq,"former socceroos boss graham arnold announced as new coach of iraq 

 it’s the 61-year-old’s first job since quitting as australia coach last september.",sports,0.5218244791030884,1,412,former socceroos boss graham arnold announced as new coach of iraq,False,412
355,catholics speculate as to how pope leo xiv will lead the church | abc news,"catholics speculate as to how pope leo xiv will lead the church | abc news 

 nil",politics,0.4878983199596405,0,32,catholics speculate as to how pope leo xiv will lead the church | abc news,False,32
356,petals of love: three million blooms for mums this mother’s day,"petals of love: three million blooms for mums this mother’s day 

 nil",music,0.528306782245636,1,412,petals of love: three million blooms for mums this mother’s day,False,412
357,brendan fevola and guy sebastian inspire struggling local team masala dandenong to stunning win,"brendan fevola and guy sebastian inspire struggling local team masala dandenong to stunning win 

 the afl great teamed up with an aussie pop star to help a struggling team end their 20-game losing streak.",sports,0.48666274547576904,1,412,brendan fevola and guy sebastian inspire struggling local team masala dandenong to stunning win,False,412
358,"no phones, lots of prayer: australian cardinal’s insight into secretive vatican conclave","no phones, lots of prayer: australian cardinal’s insight into secretive vatican conclave 

 nil",politics,0.5109413862228394,0,32,"no phones, lots of prayer: australian cardinal’s insight into secretive vatican conclave",False,32
359,women's wheelchair basketball faces uphill battle to qualify for 2032 paralympics | abc news,"women's wheelchair basketball faces uphill battle to qualify for 2032 paralympics | abc news 

 nil",sports,0.4686889350414276,1,412,women's wheelchair basketball faces uphill battle to qualify for 2032 paralympics | abc news,False,412
360,toxic algal bloom impacts multiple beaches across south australia | abc news,"toxic algal bloom impacts multiple beaches across south australia | abc news 

 nil",lifestyle,0.5181350708007812,1,412,toxic algal bloom impacts multiple beaches across south australia | abc news,False,412
361,aussie broadcaster erin holland forced to flee to dubai after being caught up in india-pakistan conflict,"aussie broadcaster erin holland forced to flee to dubai after being caught up in india-pakistan conflict 

 the cricket commentator is now waiting to come back to australia.",sports,0.48738235235214233,1,412,aussie broadcaster erin holland forced to flee to dubai after being caught up in india-pakistan conflict,False,412
362,sa mp nick mcbride appears in court over assault charges | abc news,"sa mp nick mcbride appears in court over assault charges | abc news 

 nil",sports,0.503180742263794,1,412,sa mp nick mcbride appears in court over assault charges | abc news,False,412
363,pakistan launches retaliatory strikes against india as tensions rise | abc news,"pakistan launches retaliatory strikes against india as tensions rise | abc news 

 nil",politics,0.45685556530952454,1,412,pakistan launches retaliatory strikes against india as tensions rise | abc news,False,412
364,"‘dumb, nasty’: mps unload on deputy pm","‘dumb, nasty’: mps unload on deputy pm 

 anthony albanese and his deputy richard marles have come under fire following the “nasty” treatment of two cabinet ministers.",politics,0.5299544334411621,1,412,"‘dumb, nasty’: mps unload on deputy pm",False,412
