Date Scraped,Title,news_summary,news_card_image,Date Published,Link,Publication,Author,text,id,predicted_category,similarity,cluster,cluster_size
2025-05-12,this sydney pool closed for upgrades. it will cost $1 million to reopen exactly as it was,nil,"https://static.ffx.io/images/$zoom_0.221,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/a6d740a1ba6784632aad70d163bc7a8d61f7b59f",2025-05-11 4:30 PM,https://www.smh.com.au/national/nsw/this-sydney-pool-closed-for-upgrades-it-will-cost-1-million-to-reopen-exactly-as-it-was-20250507-p5lxcl.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,ellie busby,"this sydney pool closed for upgrades. it will cost $1 million to reopen exactly as it was 

 ",223,sports,0.6117461919784546,1,412
2025-05-12,the devastating toll of victoria’s forgotten drought,nil,"https://static.ffx.io/images/$zoom_2.2063,$multiply_0.3720,$ratio_1.777778,$width_1059,$x_0,$y_55/t_crop_custom/q_86,f_auto/8e85d1fc5974fc37ad496a692bdba58e23b481e472c9b001da84ee2105f93184",2025-05-11 4:26 PM,https://www.smh.com.au/national/victoria/the-devastating-toll-of-victoria-s-forgotten-drought-20250509-p5lxvv.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,benjamin preiss,"the devastating toll of victoria’s forgotten drought 

 ",224,politics,0.5327198505401611,1,412
2025-05-12,australian cricket community mourns death of batter and ashes hero bob cowper,nil,https://i.guim.co.uk/img/media/5dea5d594bad433faad36603171097ba649b533d/0_789_4479_3582/master/4479.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=fe3cccc1707f84393596087e30cd4e6d,2025-05-11 4:02 PM,https://www.theguardian.com/sport/2025/may/11/australian-cricket-community-mourns-death-of-batter-and-ashes-hero-bob-cowper,australia news | the guardian,australian associated press,"australian cricket community mourns death of batter and ashes hero bob cowper 

 ",225,sports,0.50257408618927,1,412
2025-05-12,the tiny gazans bearing the brunt of israel's aid blockade | abc news,nil,,2025-05-11 4:00 PM,https://www.youtube.com/watch?v=jpiamYFqOyU,abc news (australia),abc news (australia),"the tiny gazans bearing the brunt of israel's aid blockade | abc news 

 ",226,politics,0.4873715043067932,1,412
2025-05-12,taylor swift vents fury at inclusion in blake lively and justin baldoni lawsuit,the legal battle between lively and baldoni has taken yet another ugly turn.,https://images.7news.com.au/publication/C-18655078/1cf2ab61d40d3261a573423976b7f994bbff513b-16x9-x0y0w1280h720.png,2025-05-11 4:13 PM,https://7news.com.au/news/taylor-swift-vents-fury-at-inclusion-in-blake-lively-and-justin-baldoni-lawsuit-c-18655078,7news.com.au,chole melas,"taylor swift vents fury at inclusion in blake lively and justin baldoni lawsuit 

 the legal battle between lively and baldoni has taken yet another ugly turn.",227,music,0.5385473370552063,1,412
2025-05-12,animal rights activist tash peterson declares bankruptsy in instagram videos,nil,"https://static.ffx.io/images/$zoom_0.5515625,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/e9649277ebf5fc7de71310bd9e3473a87906b08356fb44f0110c45049123a8d1",2025-05-11 3:44 PM,https://www.smh.com.au/national/western-australia/animal-rights-activist-tash-peterson-declares-bankruptsy-in-instagram-videos-20250511-p5ly96.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"animal rights activist tash peterson declares bankruptsy in instagram videos 

 ",228,music,0.5155996084213257,1,412
2025-05-12,nsw police seize $600m worth of cocaine on boat off nambucca heads | abc news,nil,,2025-05-11 3:12 PM,https://www.youtube.com/watch?v=xfiRRGV9K_g,abc news (australia),abc news (australia),"nsw police seize $600m worth of cocaine on boat off nambucca heads | abc news 

 ",229,sports,0.5467346906661987,1,412
2025-05-12,brisbane broncos star ezra mam lands in hot water again during comeback game,the 22-year-old was slapped with a nine-week suspension for driving unlicensed with drugs in his system.,https://images.7news.com.au/publication/C-18655520/d4c46871771c3f46600fc60a314e29ca5fc74c14-16x9-x0y0w1280h720.jpg,2025-05-11 3:36 PM,https://7news.com.au/sport/rugby-league/brisbane-broncos-star-ezra-mam-lands-in-hot-water-again-during-comeback-game-c-18655520,7news.com.au,joel gould,"brisbane broncos star ezra mam lands in hot water again during comeback game 

 the 22-year-old was slapped with a nine-week suspension for driving unlicensed with drugs in his system.",230,sports,0.5412048101425171,1,412
2025-05-12,powerball winner’s hilarious reaction to winning $30 million jackpot,‘i better take a breath or two.’,https://images.7news.com.au/publication/C-18655120/e7d5fd19d3c0db85aa78f0e67cf31ad6d49c74fb-16x9-x0y0w1280h720.png,2025-05-11 3:35 PM,https://7news.com.au/news/powerball-winners-hilarious-reaction-to-winning-30-million-jackpot-c-18655120,7news.com.au,hayley taylor,"powerball winner’s hilarious reaction to winning $30 million jackpot 

 ‘i better take a breath or two.’",231,sports,0.5976290106773376,1,412
2025-05-12,queensland police officer stood down over excessive use of force accusation,the senior constable has been charged.,https://images.7news.com.au/publication/C-18653325/5bea0347913a67314e1889d05e7f4edf35fa7ad9-16x9-x0y0w1280h720.jpg,2025-05-11 3:17 PM,https://7news.com.au/news/queensland-police-officer-stood-down-over-excessive-use-of-force-accusation-c-18653325,7news.com.au,hayley taylor,"queensland police officer stood down over excessive use of force accusation 

 the senior constable has been charged.",232,politics,0.5685020089149475,1,412
2025-05-12,india-pakistan ceasefire breaks down within hours | abc news,nil,,2025-05-11 2:41 PM,https://www.youtube.com/watch?v=9PlUpmPBLJU,abc news (australia),abc news (australia),"india-pakistan ceasefire breaks down within hours | abc news 

 ",233,politics,0.45334169268608093,1,412
2025-05-12,pope leo vows to continue pope francis’ reform mission | abc news,nil,,2025-05-11 2:34 PM,https://www.youtube.com/watch?v=pckHlIKzGpU,abc news (australia),abc news (australia),"pope leo vows to continue pope francis’ reform mission | abc news 

 ",234,politics,0.49727991223335266,0,32
2025-05-12,state to strengthen trade ties with china,"queensland will embark on a key trade mission to china this week, including opening a new office in shenzhen.",https://content.api.news/v3/images/bin/860f3936484a7777edf72e95894ea56d?width=320,2025-05-11 2:34 PM,https://www.news.com.au/national/queensland/politics/queensland-eyes-stronger-economic-links-with-china/news-story/8f2c6afccb415a82f59da8ac9a0ff3f2?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"state to strengthen trade ties with china 

 queensland will embark on a key trade mission to china this week, including opening a new office in shenzhen.",235,finance,0.5250346660614014,1,412
2025-05-12,large crowd attends anti-stadium rally in hobart | abc news,nil,,2025-05-11 2:10 PM,https://www.youtube.com/watch?v=-slnp4l2r2Y,abc news (australia),abc news (australia),"large crowd attends anti-stadium rally in hobart | abc news 

 ",236,sports,0.4744841456413269,1,412
2025-05-12,former inmate helps women transition from prison to a positive life | abc news,nil,,2025-05-11 2:02 PM,https://www.youtube.com/watch?v=n2TapDDVQFE,abc news (australia),abc news (australia),"former inmate helps women transition from prison to a positive life | abc news 

 ",237,politics,0.5040343999862671,1,412
2025-05-12,major update after dead body found in sydney granny flat,police made the grisly discovery following a late-night incident on friday.,https://images.7news.com.au/publication/C-18646031/5f22b6adf6fec8381bb0ad8f2f4b695c9244143e-16x9-x0y0w1280h720.png,2025-05-11 1:58 PM,https://7news.com.au/news/major-update-after-dead-body-found-in-sydney-granny-flat-c-18646031,7news.com.au,poppy johnston and samantha lock,"major update after dead body found in sydney granny flat 

 police made the grisly discovery following a late-night incident on friday.",238,politics,0.5443997979164124,1,412
2025-05-12,guy sebastian in hospital awaiting surgery after rupturing achilles injury in local footy game with brendan fevola,"‘i spoke to him this morning, he’s not well.’",https://images.7news.com.au/publication/C-18654900/bc08c0b3b2ac78c43a51e538672442ebc8975b93-16x9-x0y0w1280h720.jpg,2025-05-11 1:56 PM,https://7news.com.au/sport/afl/guy-sebastian-in-hospital-awaiting-surgery-after-rupturing-achilles-injury-in-local-footy-game-with-brendan-fevola-c-18654900,7news.com.au,glenn valencich,"guy sebastian in hospital awaiting surgery after rupturing achilles injury in local footy game with brendan fevola 

 ‘i spoke to him this morning, he’s not well.’",239,sports,0.5250998735427856,1,412
2025-05-12,police share cctv of fatal ambarvale shooting,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/847bfc607d874fd811f2465f6079309395e5ad6d",2025-05-11 2:09 PM,https://www.smh.com.au/national/police-share-cctv-of-fatal-ambarvale-shooting-20250511-p5ly8n.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"police share cctv of fatal ambarvale shooting 

 ",240,sports,0.5311504602432251,1,412
2025-05-12,law firm partner accused of rape at sydney home loses $3 million lawsuit,nil,"https://static.ffx.io/images/$zoom_0.2056,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_110/t_crop_custom/q_86,f_jpg/52b2617bb797fc78a1eacda7e0b6f66ee272a7e6",2025-05-11 1:45 PM,https://www.smh.com.au/national/nsw/law-firm-partner-accused-of-rape-at-sydney-home-loses-3-million-lawsuit-20250506-p5lwxt.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,michaela whitbourn,"law firm partner accused of rape at sydney home loses $3 million lawsuit 

 ",241,sports,0.5952112674713135,1,412
2025-05-12,"spooked by trump, aussies stayed close to home and chose ‘dinky-di’ albo",nil,"https://static.ffx.io/images/$zoom_1.0342,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/84c84b3b39e2577c5a9f4466bfa6f33531527b9f1764adfe9b727fd01bb2e8f5",2025-05-11 1:30 PM,https://www.smh.com.au/national/spooked-by-trump-aussies-stayed-close-to-home-and-chose-dinky-di-albo-20250508-p5lxqt.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nick bryant,"spooked by trump, aussies stayed close to home and chose ‘dinky-di’ albo 

 ",242,politics,0.4957941174507141,1,412
2025-05-12,major update in hotly contested seat,a key teal independent is on track to hold her seat after one of the longest undecided vote counts of the federal election.,https://content.api.news/v3/images/bin/3bcbc0bc57b2fb3a75324c20856c1b2a?width=320,2025-05-11 2:04 PM,https://www.news.com.au/national/federal-election/monique-ryan-holds-onto-kooyong-with-narrow-win/news-story/e3d4a1f654cca43314135d20097aecd6?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"major update in hotly contested seat 

 a key teal independent is on track to hold her seat after one of the longest undecided vote counts of the federal election.",243,politics,0.4521631598472595,1,412
2025-05-12,can the violated india-pakistan ceasefire be salvaged? | abc news,nil,,2025-05-11 12:59 PM,https://www.youtube.com/watch?v=4X8Jlgtpmmc,abc news (australia),abc news (australia),"can the violated india-pakistan ceasefire be salvaged? | abc news 

 ",244,politics,0.4864656329154968,1,412
2025-05-12,motorbike rider killed and passenger critically injured in collision south of grampians national park,the passenger was airlifted to hospital following the two-vehicle crash.,https://images.7news.com.au/publication/C-18653267/4e8c55279b9312a6cf44eb9aa9233ff381a43ff3-16x9-x0y0w1280h720.jpg,2025-05-11 1:23 PM,https://7news.com.au/news/motorbike-rider-killed-and-passenger-critically-injured-in-collision-south-of-grampians-national-park-c-18653267,7news.com.au,hayley taylor,"motorbike rider killed and passenger critically injured in collision south of grampians national park 

 the passenger was airlifted to hospital following the two-vehicle crash.",245,sports,0.5257561802864075,1,412
2025-05-12,woman’s burning body found near car on fire at property north of newcastle,the woman was discovered near a pond and could not be revived.,https://images.7news.com.au/publication/C-18654099/4b2098d7cc2a39c8b21b2e93de9060761255d9e2-16x9-x0y0w1280h720.jpg,2025-05-11 1:02 PM,https://7news.com.au/news/womans-burning-body-found-near-car-on-fire-at-property-north-of-newcastle-c-18654099,7news.com.au,hayley taylor,"woman’s burning body found near car on fire at property north of newcastle 

 the woman was discovered near a pond and could not be revived.",246,politics,0.555177628993988,1,412
2025-05-12,cctv released after sydney grandmother shot dead in drive-by,nil,"https://static.ffx.io/images/$zoom_3.0696,$multiply_0.3720,$ratio_1.777778,$width_1059,$x_0,$y_6/t_crop_custom/q_86,f_auto/d9506ba29d73916b209a409527e219c32bb8718df6d91e447eef956afc461faf",2025-05-11 12:49 PM,https://www.smh.com.au/national/nsw/cctv-released-after-sydney-grandmother-shot-dead-in-drive-by-20250511-p5ly7q.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,penry buckley,"cctv released after sydney grandmother shot dead in drive-by 

 ",247,politics,0.5249836444854736,1,412
2025-05-12,how showing up and shutting up is helping the homeless community | abc news,nil,,2025-05-11 12:44 PM,https://www.youtube.com/watch?v=Dstp8LAtzzk,abc news (australia),abc news (australia),"how showing up and shutting up is helping the homeless community | abc news 

 ",248,politics,0.5179575681686401,1,412
2025-05-12,bob cowper dies aged 84 as australian cricket mourns death of another great,a triple-ton ashes hero has died just weeks after one of his famous teammates at the same age.,https://images.7news.com.au/publication/C-18654352/e9a67d92ea6970a3a865bc208b298f34a5dc1b50-16x9-x0y0w1280h720.jpg,2025-05-11 12:30 PM,https://7news.com.au/sport/cricket/bob-cowper-dies-aged-84-as-australian-cricket-mourns-death-of-another-great-c-18654352,7news.com.au,glenn valencich,"bob cowper dies aged 84 as australian cricket mourns death of another great 

 a triple-ton ashes hero has died just weeks after one of his famous teammates at the same age.",249,sports,0.5224288105964661,1,412
2025-05-12,jacinta nampijinpa price pushes for return to liberal party ‘roots’ in bid for deputy leadership,nil,https://i.guim.co.uk/img/media/5496f243e7e4441644da6f0358233c955d73646b/0_0_5000_4000/master/5000.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=06b09b6ac597c6c657a08f8a2fd05a87,2025-05-11 12:00 PM,https://www.theguardian.com/australia-news/2025/may/11/jacinta-nampijinpa-price-pushes-for-return-to-liberal-party-roots-in-bid-for-deputy-leadership,australia news | the guardian,krishani dhanji,"jacinta nampijinpa price pushes for return to liberal party ‘roots’ in bid for deputy leadership 

 ",250,politics,0.481117844581604,1,412
2025-05-12,ali france's election win is big for the disability community | abc news,nil,,2025-05-11 11:49 AM,https://www.youtube.com/watch?v=Ti39jkN1nvY,abc news (australia),abc news (australia),"ali france's election win is big for the disability community | abc news 

 ",251,politics,0.43189725279808044,1,412
2025-05-12,shock twist in case of woman missing for 63 years: ‘no regrets’,"audrey backeberg disappeared in 1962 when she was 20 years old. now, a phone call has changed everything.",https://images.7news.com.au/publication/C-18653816/7fdd898472408c39704f06a4dedc656a17141d27-16x9-x0y0w1280h720.png,2025-05-11 12:23 PM,https://7news.com.au/news/shock-twist-in-case-of-woman-missing-for-63-years-no-regrets-c-18653816,7news.com.au,viola flowers,"shock twist in case of woman missing for 63 years: ‘no regrets’ 

 audrey backeberg disappeared in 1962 when she was 20 years old. now, a phone call has changed everything.",252,music,0.5629298686981201,1,412
2025-05-12,booted minister’s brutal takedown of deputy pm,"days after losing his ministerial role, ed husic has blasted the deputy prime minister for behaving like a “factional assassin”.",https://content.api.news/v3/images/bin/0a2c3b502b57271ac45a87d5621d6562?width=320,2025-05-11 12:05 PM,https://www.news.com.au/national/politics/ed-husic-blasts-factional-assassin-richard-marles-amid-cabinet-chaos/news-story/9d67042056073eecf0c91354c5862b22?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"booted minister’s brutal takedown of deputy pm 

 days after losing his ministerial role, ed husic has blasted the deputy prime minister for behaving like a “factional assassin”.",253,politics,0.516232967376709,1,412
2025-05-12,‘factional assassin’: dumped labor frontbencher slams deputy pm,a dumped labor frontbencher has slammed deputy prime minister richard marles in an extraordinary spray on television.,https://content.api.news/v3/images/bin/7bbb2ebba788574cbc2f0d7098c37751?width=320,2025-05-11 12:05 PM,https://www.news.com.au/national/politics/factional-assassin-dumped-labor-mp-ed-husic-slams-deputy-pm-richard-marles/news-story/8443dc6846adc1ed0ec4fd87291d556c?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"‘factional assassin’: dumped labor frontbencher slams deputy pm 

 a dumped labor frontbencher has slammed deputy prime minister richard marles in an extraordinary spray on television.",254,politics,0.5142078995704651,1,412
2025-05-12,cop’s major call after bondi attack,"police are generally “not helpful” when responding to mental health incidents, with “serious” recommendations expected after the bondi attack inquest.",https://content.api.news/v3/images/bin/6d0bcf3b16a124bab65faf4bf1a68995?width=320,2025-05-11 12:05 PM,https://www.news.com.au/national/nsw-act/courts-law/bondi-attack-inquest-told-police-not-helpful-in-responding-to-mental-health-despite-increased-calls-for-service/news-story/e803e23c59b1153db53a8051bec3edb5?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"cop’s major call after bondi attack 

 police are generally “not helpful” when responding to mental health incidents, with “serious” recommendations expected after the bondi attack inquest.",255,politics,0.5992791652679443,1,412
2025-05-12,child passenger killed in two-car crash involving teen driver south of toowoomba,the five-year-old girl was rushed to hospital but couldn’t be saved.,https://images.7news.com.au/publication/C-18652845/a678f2a3bf270769ca5d8ef790a7b779fb8ca609-16x9-x0y0w1280h720.jpg,2025-05-11 11:55 AM,https://7news.com.au/news/child-passenger-killed-in-two-car-crash-involving-teen-driver-south-of-toowoomba-c-18652845,7news.com.au,hayley taylor,"child passenger killed in two-car crash involving teen driver south of toowoomba 

 the five-year-old girl was rushed to hospital but couldn’t be saved.",256,lifestyle,0.5888118743896484,1,412
2025-05-12,brumbies flyhalf noah lolesio cleared of serious injury after spinal concerns,the 25-year-old was in extreme pain and whisked away to hospital.,https://images.7news.com.au/publication/C-18654088/58907398357fac250764348472aaa727ab2e7470-16x9-x0y0w1280h720.jpg,2025-05-11 11:50 AM,https://7news.com.au/sport/rugby-union/brumbies-flyhalf-noah-lolesio-cleared-of-serious-injury-after-spinal-concerns-c-18654088,7news.com.au,glenn valencich,"brumbies flyhalf noah lolesio cleared of serious injury after spinal concerns 

 the 25-year-old was in extreme pain and whisked away to hospital.",257,sports,0.5380408763885498,1,412
2025-05-12,police take action after catching teen with knife and fake gun at afl stadium,the 15-year-old did not have a ticket to the match.,https://images.7news.com.au/publication/C-18653991/4e98e55c641fd3218f87a60a77e480b81db13a86-16x9-x0y0w1280h720.jpg,2025-05-11 11:34 AM,https://7news.com.au/sport/afl/police-take-action-after-catching-teen-with-knife-and-fake-gun-at-afl-stadium-c-18653991,7news.com.au,savannah meacham,"police take action after catching teen with knife and fake gun at afl stadium 

 the 15-year-old did not have a ticket to the match.",258,sports,0.52684086561203,1,412
2025-05-12,dumped cabinet minister ed husic aims blame at ‘factional assassin’ richard marles,nil,https://i.guim.co.uk/img/media/8774355b0ee895c341d8763ab37e06f87a8d49be/698_0_6880_5504/master/6880.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=5fec9eaf739ffce9083b3a637db2fa3e,2025-05-11 11:01 AM,https://www.theguardian.com/australia-news/2025/may/11/dumped-cabinet-minister-ed-husic-aims-blame-at-factional-assassin-richard-marles,australia news | the guardian,krishani dhanji,"dumped cabinet minister ed husic aims blame at ‘factional assassin’ richard marles 

 ",259,politics,0.5127459764480591,1,412
2025-05-12,will the menendez brothers be released from prison? | abc news,nil,,2025-05-11 11:00 AM,https://www.youtube.com/watch?v=aM4Cmc9O6j8,abc news (australia),abc news (australia),"will the menendez brothers be released from prison? | abc news 

 ",260,politics,0.4931258261203766,1,412
2025-05-12,tasmanian tiger: melbourne scientists team up with us biotech and genetic engineering company to bring animal back from extinction,"the species has been gone for almost a century, but that might be about to change.",https://images.7news.com.au/publication/C-18620300/178259f904d13f6cf7d1d36208cb57e20d3aea78-16x9-x0y0w1280h720.jpg,2025-05-11 11:24 AM,https://7news.com.au/news/tasmanian-tiger-melbourne-scientists-team-up-with-us-biotech-and-genetic-engineering-company-to-bring-back-extinct-icon-c-18620300,7news.com.au,molly magennis,"tasmanian tiger: melbourne scientists team up with us biotech and genetic engineering company to bring animal back from extinction 

 the species has been gone for almost a century, but that might be about to change.",261,sports,0.5320274829864502,1,412
2025-05-12,‘smartest man in footy’ reilly o’brien lines up plan to become doctor and follow in family’s footsteps as a gp,the out-of-contract free agent could set himself up for life.,https://images.7news.com.au/publication/C-18653898/a736a9131d5ee42090d59e702d3d6a7a8719b89c-16x9-x0y0w1280h720.jpg,2025-05-11 11:17 AM,https://7news.com.au/sport/afl/smartest-man-in-footy-reilly-obrien-lines-up-plan-to-become-doctor-and-follow-in-familys-footsteps-as-a-gp-c-18653898,7news.com.au,glenn valencich,"‘smartest man in footy’ reilly o’brien lines up plan to become doctor and follow in family’s footsteps as a gp 

 the out-of-contract free agent could set himself up for life.",262,sports,0.5522056221961975,1,412
2025-05-12,five arrests after more than a tonne of cocaine allegedly found on motorboat off nsw coast,nil,https://i.guim.co.uk/img/media/40c8ac1343f134c26905edd2f24fdefa15c3577c/16_523_1876_1501/master/1876.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=114584d57dcf47648bbfd793d76023f8,2025-05-11 10:38 AM,https://www.theguardian.com/australia-news/2025/may/11/five-arrests-after-more-than-a-tonne-of-cocaine-allegedly-found-on-motorboat-off-nsw-coast,australia news | the guardian,australian associated press,"five arrests after more than a tonne of cocaine allegedly found on motorboat off nsw coast 

 ",263,sports,0.5313516855239868,1,412
2025-05-12,cops incredible act caught on car park cctv,queensland police have released dramatic footage of the moment two officers were thrown into the unexpected - and came out on top.,https://content.api.news/v3/images/bin/92271019885a2f0b794d0d09ae59df1d?width=320,2025-05-12 9:41 AM,https://www.news.com.au/lifestyle/parenting/babies/quickthinking-officers-help-deliver-baby-in-station-car-park/news-story/7dd8401790a27ccc235555e96384e4f1?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"cops incredible act caught on car park cctv 

 queensland police have released dramatic footage of the moment two officers were thrown into the unexpected - and came out on top.",264,sports,0.5505596399307251,1,412
2025-05-12,greens senator’s big hint on party’s future,a greens senator has dropped a hint on who might be the minor party’s next leader after last week’s election bloodbath.,https://content.api.news/v3/images/bin/c209036fde101717c44a16a7484c3c6f?width=320,2025-05-11 11:04 AM,https://www.news.com.au/national/politics/david-shoebridge-says-not-vying-for-greens-leader-praises-brave-mehreen-faruqi/news-story/0b209208dcf6666eb34db567e390d23d?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"greens senator’s big hint on party’s future 

 a greens senator has dropped a hint on who might be the minor party’s next leader after last week’s election bloodbath.",265,politics,0.4679270088672638,1,412
2025-05-12,you can't celebrate diversity and expect it to sit in a corner': ed husic | insiders | abc news,nil,,2025-05-11 10:40 AM,https://www.youtube.com/watch?v=in1AaDqQYHA,abc news (australia),abc news (australia),"you can't celebrate diversity and expect it to sit in a corner': ed husic | insiders | abc news 

 ",266,politics,0.5017768144607544,1,412
2025-05-12,husic lashes out at marles after losing cabinet position | abc news,nil,,2025-05-11 10:35 AM,https://www.youtube.com/watch?v=A2JwdP-jZns,abc news (australia),abc news (australia),"husic lashes out at marles after losing cabinet position | abc news 

 ",267,politics,0.4665539264678955,1,412
2025-05-12,jacinta nampijinpa price announces bid to become deputy leader of the liberal party,the move comes days after nampijinpa price defected from the nationals.,https://images.7news.com.au/publication/C-18653557/7cc3c00e55e7370abf4e7b3a5efb411240caab8b-16x9-x0y0w1280h720.png,2025-05-11 10:35 AM,https://7news.com.au/news/jacinta-nampijinpa-price-announces-bid-to-become-deputy-leader-of-the-liberal-party-c-18653557,7news.com.au,hayley taylor,"jacinta nampijinpa price announces bid to become deputy leader of the liberal party 

 the move comes days after nampijinpa price defected from the nationals.",268,politics,0.5130268931388855,1,412
2025-05-12,european leaders pressuring putin for unconditional ceasefire with ukraine | 9 news australia,nil,,2025-05-11 10:24 AM,https://www.youtube.com/watch?v=NNEimqMRYXM,9news australia,9 news australia,"european leaders pressuring putin for unconditional ceasefire with ukraine | 9 news australia 

 ",269,politics,0.44220641255378723,1,412
2025-05-12,talking pictures with mike bowers | insiders | abc news,nil,,2025-05-11 10:11 AM,https://www.youtube.com/watch?v=0KxQ8zxZT8Q,abc news (australia),abc news (australia),"talking pictures with mike bowers | insiders | abc news 

 ",270,politics,0.468674898147583,1,412
2025-05-12,‘shaken’ cricketers face tough call on india and pakistan return after mad dash back to australia,‘everyone’s just looking forward to getting home to their families.’,https://images.7news.com.au/publication/C-18653326/6d48272781547076ede4416bc91d328f82a52dbc-16x9-x0y0w1280h720.jpg,2025-05-11 10:10 AM,https://7news.com.au/sport/cricket/shaken-cricketers-face-tough-call-on-india-and-pakistan-return-after-mad-dash-back-to-australia-c-18653326,7news.com.au,scott bailey,"‘shaken’ cricketers face tough call on india and pakistan return after mad dash back to australia 

 ‘everyone’s just looking forward to getting home to their families.’",271,sports,0.4837922751903534,1,412
2025-05-12,bondi beach residents threatened by machete-wielding home invaders,police are still searching for the armed offenders.,https://images.7news.com.au/publication/C-18652773/c967b02e81c3a1ebd447d118d2a448d322f43d16-16x9-x0y0w1280h720.jpg,2025-05-11 10:01 AM,https://7news.com.au/news/bondi-beach-residents-threatened-by-machete-wielding-home-invaders-c-18652773,7news.com.au,hayley taylor,"bondi beach residents threatened by machete-wielding home invaders 

 police are still searching for the armed offenders.",272,politics,0.5793532729148865,1,412
2025-05-12,why a multimillion-dollar legal boom is running out of steam,nil,"https://static.ffx.io/images/$zoom_2.9417,$multiply_0.3720,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/a38d647e051333bcd613734e5f70a5d08cfac0468e0b3cdad80a5adbf5e1ad9e",2025-05-11 9:50 AM,https://www.smh.com.au/national/nsw/why-a-multimillion-dollar-legal-boom-is-running-out-of-steam-20250411-p5lr2k.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,michaela whitbourn,"why a multimillion-dollar legal boom is running out of steam 

 ",273,finance,0.4654560387134552,1,412
2025-05-12,pm albanese set to reshuffle his cabinet and assign portfolios | 9 news australia,nil,,2025-05-11 9:46 AM,https://www.youtube.com/watch?v=I5_G7d0g7yA,9news australia,9 news australia,"pm albanese set to reshuffle his cabinet and assign portfolios | 9 news australia 

 ",274,politics,0.44909217953681946,1,412
2025-05-12,"pedestrian dies on bass hwy after being struck by mercedes benz at travellers rest, tasmania",the 28-year-old man died at the scene.,https://images.7news.com.au/publication/C-18652931/5a927e785631f2f332dfdc47bef0996e1378047c-16x9-x0y0w1280h720.jpg,2025-05-11 9:53 AM,https://7news.com.au/news/pedestrian-dies-on-bass-hwy-after-being-struck-by-mercedes-benz-at-travellers-rest-tasmania-c-18652931,7news.com.au,hayley taylor,"pedestrian dies on bass hwy after being struck by mercedes benz at travellers rest, tasmania 

 the 28-year-old man died at the scene.",275,lifestyle,0.5557646751403809,1,412
2025-05-12,four teen boys charged over alleged violent carjackings of rideshare drivers in melbourne’s northwest,some of the drivers were hospitalised following the alleged armed attacks by a group of boys.,https://images.7news.com.au/publication/C-18652379/e26db5d0155a563af3b839aae87a432e3e105329-16x9-x0y0w1280h720.jpg,2025-05-11 9:39 AM,https://7news.com.au/news/four-teen-boys-charged-over-alleged-violent-carjackings-of-rideshare-drivers-in-melbournes-northwest-c-18652379,7news.com.au,hayley taylor,"four teen boys charged over alleged violent carjackings of rideshare drivers in melbourne’s northwest 

 some of the drivers were hospitalised following the alleged armed attacks by a group of boys.",276,lifestyle,0.561443567276001,1,412
2025-05-12,european leaders demand 30-day ukraine ceasefire after kyiv meeting | abc news,nil,,2025-05-11 9:10 AM,https://www.youtube.com/watch?v=iJQJqyJNmIs,abc news (australia),abc news (australia),"european leaders demand 30-day ukraine ceasefire after kyiv meeting | abc news 

 ",277,politics,0.48295390605926514,1,412
